id;adm_lb_nom;sup_id;emr_lb_systeme;emr_dt;sta_nm_dpt;code_insee;generation;date_maj;sta_nm_anfr;nat_id;sup_nm_haut;tpo_id;adr_lb_lieu;adr_lb_add1;adr_lb_add2;adr_lb_add3;adr_nm_cp;com_cd_insee;coordonnees;coord;statut
276479;ORANGE;1427605;5G NR 3500;;075;75106;5G;2023-01-18;0752291715;38;27;9;"";133 Bd du Montparnasse;"";"";75006;75106;"48.841388888889, 2.332222222222";48°50'29''N 2°19'56''E;Projet approuvé
277099;ORANGE;1291449;5G NR 3500;;075;75110;5G;2023-01-18;0752291645;38;24;9;"";50 rue d'Alsace;"";"";75010;75110;"48.879444444444, 2.358888888889";48°52'46''N 2°21'32''E;Projet approuvé
277918;ORANGE;1286865;5G NR 3500;;075;75116;5G;2023-01-18;0752291643;38;32.5;9;"";76 Avenue Raymond Poincaré;"";"";75116;75116;"48.868888888889, 2.285833333333";48°52'8''N 2°17'9''E;Projet approuvé
278069;ORANGE;1215506;5G NR 3500;;075;75113;5G;2023-01-18;0752292007;38;42.2;28;"";"30,32 AV EDISON";"";"";75013;75113;"48.828611111111, 2.363333333333";48°49'43''N 2°21'48''E;Projet approuvé
278331;ORANGE;1716626;5G NR 3500;;075;75114;5G;2023-01-18;0752292008;17;36;32;"";"41, rue Didot";"";"";75014;75114;"48.831944444444, 2.320555555556";48°49'55''N 2°19'14''E;Projet approuvé
282802;ORANGE;1584342;5G NR 3500;;075;75115;5G;2023-01-18;0752291164;38;30.1;29;"";196 r de vaugirard;"";"";75015;75115;"48.841666666667, 2.307777777778";48°50'30''N 2°18'28''E;Projet approuvé
283364;ORANGE;1624013;5G NR 3500;;075;75105;5G;2023-01-18;0752290332;38;35;29;"";24 R St-Victor;"";"";75005;75105;"48.848611111111, 2.350555555556";48°50'55''N 2°21'2''E;Projet approuvé
283676;ORANGE;1627506;5G NR 3500;;075;75118;5G;2023-01-18;0752291966;38;17;9;"";17 RUE GABRIELLE;"";"";75018;75118;"48.885555555556, 2.340833333333";48°53'8''N 2°20'27''E;Projet approuvé
284440;ORANGE;1640410;5G NR 3500;;075;75115;5G;2023-01-18;0752291969;17;36.5;9;"";16 rue Lecourbe;"";"";75015;75115;"48.845, 2.309722222222";48°50'42''N 2°18'35''E;Projet approuvé
284747;ORANGE;1664415;5G NR 3500;;075;75108;5G;2023-01-18;0752291975;17;33.9;29;"";3 rue de Messine;"";"";75008;75108;"48.876944444444, 2.310277777778";48°52'37''N 2°18'37''E;Projet approuvé
